ID,PlayerName,Rating,Club,Nation,NationTop,Card,League,LeagueTop,SkillMoves,WeakFoot,StrongFoot,Position,WorkRateAtk,WorkRateDef,HeightCm,HeightIn,WeightKg,WeightLb,Popularity,IGS_base,IGS_total,Reputation,BodyType,DOB,DateAdded,PAC,Acceleration,SprintSpeed,SHO,Positioning,Finishing,ShotPower,LongShots,Volleys,Penalties,PAS,Vision,Crossing,FKAccuracy,ShortPassing,LongPassing,Curve,DRI,Agility,Balance,Reactions,BallControl,Dribbling,Composure,DEF,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,PHY,Jumping,Stamina,Strength,Aggression,GK_DIVING,GK_Diving,GK_HANDLING,GK_Handling,GK_KICKING,GK_Kicking,GK_REFLEXES,GK_Reflexes,GK_SPEED,GK_Acceleration,GK_SprintSpeed,GK_POSITIONING,GK_Positioning,isGK,PlayerURL
10995,Craig MacGillivray,65,Charlton Ath,Scotland,Other,fut23 silver common,ENG 3,OTHER,1,3,Right,GK,M,M,188,74,78,172,-1,376,955,1,High&Average,1993-01-12,2022-09-21,65,51,50,64,15,13,50,16,17,30,66,51,14,12,41,52,15,66,47,42,61,38,19,44,51,23,20,15,12,20,64,63,30,75,19,65.0,65.0,64.0,64.0,66.0,66.0,66.0,66.0,51.0,51.0,50.0,64.0,64.0,True,https://www.futbin.com/23/player/31321
11005,Chunyu Dong,65,Shenzhen Kaisa,China PR,Other,fut23 silver common,CHN 1,OTHER,1,1,Left,GK,M,M,187,74,81,179,0,370,873,1,High&Average,1991-03-25,2022-09-21,65,42,49,64,20,12,50,16,11,21,66,64,19,18,30,43,17,65,43,65,60,23,13,22,45,16,13,25,11,14,65,53,40,30,33,65.0,65.0,64.0,64.0,66.0,66.0,65.0,65.0,45.0,42.0,49.0,65.0,65.0,True,https://www.futbin.com/23/player/31439
11013,Daniel Grimshaw,65,Blackpool,England,England,fut23 silver common,ENG 2,OTHER,1,2,Right,GK,M,M,185,73,77,170,0,370,870,1,High&Average+,1998-01-16,2022-09-21,65,44,47,61,15,12,50,18,18,22,67,37,19,14,34,47,22,68,38,41,60,26,20,37,45,19,17,11,21,17,64,59,42,42,21,65.0,65.0,61.0,61.0,67.0,67.0,68.0,68.0,45.0,44.0,47.0,64.0,64.0,True,https://www.futbin.com/23/player/31513
11017,Dimitar Mitov,65,Cambridge Utd,Bulgaria,Other,fut23 silver rare,ENG 3,OTHER,1,3,Right,GK,M,M,188,74,76,168,2,382,957,1,High&Average+,1997-01-22,2022-09-21,65,61,60,63,20,14,47,18,12,33,63,44,14,19,33,44,22,66,55,55,58,23,15,42,61,23,17,16,13,16,64,63,35,58,27,65.0,65.0,63.0,63.0,63.0,63.0,66.0,66.0,61.0,61.0,60.0,64.0,64.0,True,https://www.futbin.com/23/player/31566
11019,Jack Stevens,65,Port Vale,England,England,fut23 silver common,ENG 3,OTHER,1,3,Right,GK,M,M,188,74,77,170,0,361,848,1,High&Average+,1997-08-02,2022-09-21,65,39,44,64,16,18,47,14,13,24,63,42,15,10,35,36,19,65,37,55,58,22,13,33,41,20,16,17,13,19,63,55,32,62,24,65.0,65.0,64.0,64.0,63.0,63.0,65.0,65.0,41.0,39.0,44.0,63.0,63.0,True,https://www.futbin.com/23/player/31576
11021,Connal Trueman,65,Millwall,England,England,fut23 silver common,ENG 2,OTHER,1,3,Right,GK,M,M,186,73,74,163,0,367,919,1,High&Average+,1996-03-26,2022-09-21,66,47,44,64,12,15,45,17,12,26,60,37,18,20,41,46,16,68,39,65,56,29,21,33,46,23,23,29,22,24,63,55,35,40,29,66.0,66.0,64.0,64.0,60.0,60.0,68.0,68.0,46.0,47.0,44.0,63.0,63.0,True,https://www.futbin.com/23/player/31596
11065,Jojo Wollacott,65,Charlton Ath,Ghana,Other,fut23 silver common,ENG 3,OTHER,1,2,Right,GK,M,M,190,75,80,176,4,362,864,1,High&Average+,1996-09-08,2022-09-21,66,40,42,63,15,19,47,11,18,25,63,49,13,11,46,48,11,65,30,55,59,26,12,33,41,23,11,9,16,12,64,57,39,63,24,66.0,66.0,63.0,63.0,63.0,63.0,65.0,65.0,41.0,40.0,42.0,64.0,64.0,True,https://www.futbin.com/23/player/32191
11068,Julian Faye Lund,65,FK Bodø/Glimt,Norway,Other,fut23 silver common,NOR 1,OTHER,1,2,Right,GK,M,M,186,73,80,176,0,370,867,1,High&Average,1999-05-20,2022-09-21,65,44,47,63,14,14,48,14,19,20,64,52,18,14,34,34,16,68,42,46,56,20,16,42,45,21,15,18,15,17,65,52,28,63,28,65.0,65.0,63.0,63.0,64.0,64.0,68.0,68.0,45.0,44.0,47.0,65.0,65.0,True,https://www.futbin.com/23/player/32210
11087,Peano,65,Defensa,Argentina,Argentina,fut23 sudamericana silver rare,SUD,OTHER,1,3,Right,GK,M,M,188,74,78,172,0,369,792,1,High&Average,1998-10-15,2022-09-21,67,46,44,62,7,10,48,9,7,18,64,28,11,14,33,29,12,68,50,47,57,19,17,37,45,8,15,7,13,12,63,69,39,63,23,67.0,67.0,62.0,62.0,64.0,64.0,68.0,68.0,45.0,46.0,44.0,63.0,63.0,True,https://www.futbin.com/23/player/32476
11105,Andy Fisher,65,Swansea City,England,England,fut23 silver common,ENG 2,OTHER,1,3,Right,GK,M,M,183,72,73,161,0,360,809,1,Average,1998-02-12,2022-09-21,65,36,31,63,6,5,50,5,7,11,67,48,12,11,43,40,15,67,41,43,61,35,20,63,34,16,13,25,10,14,64,47,34,42,25,65.0,65.0,63.0,63.0,67.0,67.0,67.0,67.0,34.0,36.0,31.0,64.0,64.0,True,https://www.futbin.com/23/player/32727
11116,Sven Müller,65,Dynamo Dresden,Germany,Germany,fut23 silver common,GER 3,OTHER,1,2,Right,GK,M,M,190,75,82,181,2,345,630,1,High&Average,1996-02-16,2022-09-21,66,16,27,67,7,8,44,8,8,11,59,41,13,10,30,31,10,68,25,27,49,13,12,35,20,9,12,11,13,10,65,38,20,66,26,66.0,66.0,67.0,67.0,59.0,59.0,68.0,68.0,20.0,16.0,27.0,65.0,65.0,True,https://www.futbin.com/23/player/32819
11121,Alex Craninx,65,Molde FK,Belgium,Other,fut23 silver rare,NOR 1,OTHER,1,3,Right,GK,M,M,197,78,78,172,0,356,872,1,High&Average,1995-10-21,2022-09-21,65,34,38,63,18,16,47,15,19,26,62,34,14,22,37,40,22,66,51,29,63,23,25,30,36,23,14,12,22,10,64,56,38,66,28,65.0,65.0,63.0,63.0,62.0,62.0,66.0,66.0,36.0,34.0,38.0,64.0,64.0,True,https://www.futbin.com/23/player/32892
11126,Pablo Sisniega,65,Charlotte FC,Mexico,Other,fut23 silver common,MLS,OTHER,1,2,Right,GK,M,M,192,76,79,174,2,367,907,1,High&Average+,1995-07-07,2022-09-21,63,41,48,67,7,11,48,18,14,23,64,31,20,21,33,46,27,64,45,32,59,35,24,46,44,18,21,10,23,22,65,60,39,61,24,63.0,63.0,67.0,67.0,64.0,64.0,64.0,64.0,44.0,41.0,48.0,65.0,65.0,True,https://www.futbin.com/23/player/32950
11133,Javier Díaz Sánchez,65,CD Tenerife,Spain,Spain,fut23 silver rare,ESP 2,OTHER,1,3,Right,GK,M,M,182,72,75,165,0,382,888,1,Lean,1997-05-15,2022-09-21,67,58,57,61,16,15,49,19,8,25,65,44,13,23,28,27,20,68,63,45,60,24,25,32,58,17,12,15,11,14,63,68,30,47,23,67.0,67.0,61.0,61.0,65.0,65.0,68.0,68.0,58.0,58.0,57.0,63.0,63.0,True,https://www.futbin.com/23/player/33028
11148,Spencer Richey,65,Chicago Fire,United States,Other,fut23 silver common,MLS,OTHER,1,2,Right,GK,M,M,185,73,88,194,0,375,888,1,High&Average,1992-05-30,2022-09-21,64,57,32,62,11,18,56,19,14,31,74,50,15,16,25,28,24,66,36,47,61,19,15,41,47,18,13,12,19,14,62,61,41,61,34,64.0,64.0,62.0,62.0,74.0,74.0,66.0,66.0,47.0,57.0,32.0,62.0,62.0,True,https://www.futbin.com/23/player/33190
11153,Abdullah Yiğiter,65,Hatayspor,Turkey,Other,fut23 silver common,TUR 1,OTHER,1,2,Right,GK,M,M,189,74,79,174,-1,345,643,1,High&Average+,2000-02-20,2022-09-21,65,17,24,66,4,7,47,6,7,18,63,42,11,11,24,28,14,67,32,38,55,10,5,43,20,6,12,22,13,14,64,49,16,44,24,65.0,65.0,66.0,66.0,63.0,63.0,67.0,67.0,20.0,17.0,24.0,64.0,64.0,True,https://www.futbin.com/23/player/33301
11154,Jerónimo Pourtau,65,Estudiantes,Argentina,Argentina,fut23 libertadores b silver rare,LIB,OTHER,1,3,Right,GK,M,M,193,76,91,201,0,342,652,1,High&Average,2000-01-23,2022-09-21,68,17,17,65,6,6,44,5,7,15,59,36,12,10,22,27,13,69,33,43,51,10,6,37,17,14,12,14,12,13,64,66,27,49,28,68.0,68.0,65.0,65.0,59.0,59.0,69.0,69.0,17.0,17.0,17.0,64.0,64.0,True,https://www.futbin.com/23/player/33306
11158,Kristoffer Klaesson,65,Leeds United,Norway,Other,fut23 silver common,ENG 1,ENG 1,1,2,Left,GK,M,M,189,74,76,168,3,354,785,1,High&Average,2000-11-27,2022-09-21,64,35,33,60,5,10,47,12,10,17,63,42,11,13,33,29,12,69,52,42,59,28,19,43,34,11,13,10,14,13,64,61,24,57,30,64.0,64.0,60.0,60.0,63.0,63.0,69.0,69.0,34.0,35.0,33.0,64.0,64.0,True,https://www.futbin.com/23/player/33352
11176,James Pantemis,65,Impact Montréal,Canada,Other,fut23 silver common,MLS,OTHER,1,1,Left,GK,M,M,191,75,79,174,2,346,682,1,High&Average,1997-02-21,2022-09-21,63,38,32,63,4,6,39,9,5,10,52,30,14,10,25,25,13,66,27,33,64,12,9,39,36,12,13,8,12,14,66,62,34,60,23,63.0,63.0,63.0,63.0,52.0,52.0,66.0,66.0,36.0,38.0,32.0,66.0,66.0,True,https://www.futbin.com/23/player/33502
11197,Aynsley Pears,65,Blackburn Rovers,England,England,fut23 silver common,ENG 2,OTHER,1,2,Right,GK,M,M,186,73,77,170,2,335,645,1,High&Average+,1998-04-23,2022-09-21,64,15,16,62,10,10,47,12,9,14,62,38,12,14,22,21,10,69,41,29,62,19,11,34,15,9,13,10,13,11,63,39,16,53,35,64.0,64.0,62.0,62.0,62.0,62.0,69.0,69.0,15.0,15.0,16.0,63.0,63.0,True,https://www.futbin.com/23/player/33821
11207,Steven Benda,65,Swansea City,Germany,Germany,fut23 silver common,ENG 2,OTHER,1,3,Right,GK,M,M,193,76,83,183,1,355,612,1,High&Average,1998-10-01,2022-09-21,65,36,38,63,4,5,44,12,9,12,59,24,7,11,24,18,8,67,30,33,56,18,11,20,37,13,12,6,9,11,64,49,20,53,19,65.0,65.0,63.0,63.0,59.0,59.0,67.0,67.0,37.0,36.0,38.0,64.0,64.0,True,https://www.futbin.com/23/player/33933
11208,Yannis Clementia,65,SM Caen,France,France,fut23 silver common,FRA 2,OTHER,1,2,Right,GK,M,M,188,74,80,176,1,362,761,1,High&Average+,1997-07-05,2022-09-21,66,39,37,64,8,9,47,7,6,12,63,32,14,11,29,31,21,66,44,38,59,22,11,41,38,10,12,10,15,18,65,59,29,65,25,66.0,66.0,64.0,64.0,63.0,63.0,66.0,66.0,38.0,39.0,37.0,65.0,65.0,True,https://www.futbin.com/23/player/33953
11213,Lennart Moser,65,KAS Eupen,Germany,Germany,fut23 silver rare,BEL 1,OTHER,1,3,Left,GK,M,M,196,77,88,194,1,343,609,1,High&Average,1999-12-06,2022-09-21,69,18,32,63,5,5,44,7,9,19,58,29,13,14,22,15,13,68,35,24,61,12,8,24,24,10,11,12,12,11,61,34,18,64,28,69.0,69.0,63.0,63.0,58.0,58.0,68.0,68.0,24.0,18.0,32.0,61.0,61.0,True,https://www.futbin.com/23/player/34124
11214,Joaquín Blázquez,65,Stade Brestois 29,Argentina,Argentina,fut23 silver common,FRA 1,FRA 1,1,3,Right,GK,M,M,193,76,87,192,1,345,673,1,High&Average,2001-01-28,2022-09-21,64,22,25,59,7,6,47,7,7,14,63,27,10,10,26,33,11,69,33,45,60,16,9,33,23,12,11,10,12,13,67,65,26,55,21,64.0,64.0,59.0,59.0,63.0,63.0,69.0,69.0,23.0,22.0,25.0,67.0,67.0,True,https://www.futbin.com/23/player/34125
11217,Conor Hazard,65,HJK Helsinki,Northern Ireland,Other,fut23 silver rare,FIN 1,OTHER,1,3,Left,GK,M,M,198,78,86,190,1,349,655,1,High&Average,1998-03-05,2022-09-21,64,22,28,65,6,8,48,6,8,19,64,55,11,11,29,23,12,66,28,22,55,14,5,41,24,8,11,17,14,13,66,35,26,58,22,64.0,64.0,65.0,65.0,64.0,64.0,66.0,66.0,24.0,22.0,28.0,66.0,66.0,True,https://www.futbin.com/23/player/34183
11241,Joe Gauci,65,Adelaide United,Australia,Other,fut23 silver common,AUS 1,OTHER,1,3,Right,GK,M,M,193,76,81,179,1,349,663,1,High&Average,2000-07-04,2022-09-21,67,27,35,64,8,5,44,5,5,17,59,27,9,10,22,24,9,69,40,35,56,13,14,40,30,19,10,20,10,10,60,37,27,59,26,67.0,67.0,64.0,64.0,59.0,59.0,69.0,69.0,30.0,27.0,35.0,60.0,60.0,True,https://www.futbin.com/23/player/34517
11248,Julian Krahl,65,Kaiserslautern,Germany,Germany,fut23 silver common,GER 2,OTHER,1,3,Right,GK,M,M,194,76,90,198,3,352,677,1,High&Average,2000-01-22,2022-09-21,69,27,36,62,8,8,44,13,7,14,58,28,12,9,23,21,10,71,32,33,53,22,9,22,31,12,14,15,14,13,61,58,19,70,31,69.0,69.0,62.0,62.0,58.0,58.0,71.0,71.0,31.0,27.0,36.0,61.0,61.0,True,https://www.futbin.com/23/player/34627
11267,Miguel Morro,65,Rayo Vallecano,Spain,Spain,fut23 silver common,ESP 1,ESP 1,1,2,Left,GK,M,M,193,76,79,174,0,366,717,1,High&Average+,2000-09-11,2022-09-21,64,47,46,66,5,10,47,11,6,13,62,42,10,12,30,28,11,66,31,26,64,13,11,37,47,10,14,11,11,12,61,45,29,58,27,64.0,64.0,66.0,66.0,62.0,62.0,66.0,66.0,47.0,47.0,46.0,61.0,61.0,True,https://www.futbin.com/23/player/34836
11301,Lukáš Hroššo,65,Cracovia,Slovakia,Other,fut23 silver rare,POL 1,OTHER,1,3,Left,GK,M,M,196,77,91,201,2,337,646,1,High&Average,1987-04-19,2022-09-21,65,18,15,64,10,11,46,9,10,16,61,41,13,14,25,29,14,65,25,25,57,18,12,30,17,10,10,11,13,14,65,37,18,71,24,65.0,65.0,64.0,64.0,61.0,61.0,65.0,65.0,17.0,18.0,15.0,65.0,65.0,True,https://www.futbin.com/23/player/35137
11302,Luca Unbehaun,65,Dortmund,Germany,Germany,fut23 silver common,GER 1,GER 1,1,3,Right,GK,M,M,185,73,82,181,3,363,801,1,High&Average,2001-02-27,2022-09-21,59,39,44,62,5,6,52,6,7,11,69,45,8,9,29,28,8,68,58,62,64,19,10,39,41,13,10,8,10,11,64,83,30,68,19,59.0,59.0,62.0,62.0,69.0,69.0,68.0,68.0,41.0,39.0,44.0,64.0,64.0,True,https://www.futbin.com/23/player/35187
11303,Matt Freese,65,Philadelphia,United States,Other,fut23 silver common,MLS,OTHER,1,2,Right,GK,M,M,191,75,88,194,1,362,638,1,High&Average+,1998-09-02,2022-09-21,67,27,31,64,4,6,52,9,6,10,69,41,11,10,27,19,13,68,32,50,43,16,7,26,29,11,10,7,11,14,65,50,18,55,22,67.0,67.0,64.0,64.0,69.0,69.0,68.0,68.0,29.0,27.0,31.0,65.0,65.0,True,https://www.futbin.com/23/player/35193
11352,Carl Klaus,65,1. FC Nürnberg,Germany,Germany,fut23 silver common,GER 2,OTHER,1,2,Right,GK,M,M,185,73,76,168,2,360,684,1,High&Average+,1994-01-16,2022-09-21,64,27,32,68,7,7,51,8,9,13,68,47,10,11,23,29,11,66,29,44,47,11,8,43,29,9,10,9,12,10,65,64,31,51,21,64.0,64.0,68.0,68.0,68.0,68.0,66.0,66.0,29.0,27.0,32.0,65.0,65.0,True,https://www.futbin.com/23/player/35830
11356,Josh Griffiths,65,Portsmouth,England,England,fut23 silver rare,ENG 3,OTHER,1,3,Right,GK,M,M,198,78,87,192,3,354,775,1,High&Average,2001-09-05,2022-09-21,65,33,35,64,10,10,47,10,10,10,63,47,13,14,40,41,14,66,37,49,59,20,13,42,34,12,12,10,10,14,62,57,21,65,20,65.0,65.0,64.0,64.0,63.0,63.0,66.0,66.0,34.0,33.0,35.0,62.0,62.0,True,https://www.futbin.com/23/player/35885
11363,Vítězslav Jaroš,65,Stockport,Czech Republic,Other,fut23 silver common,ENG 4,OTHER,1,3,Right,GK,M,M,190,75,74,163,1,365,910,1,High&Average,2001-07-23,2022-09-21,66,39,38,65,14,11,49,13,14,17,65,64,12,19,45,49,20,66,51,41,56,29,15,58,39,12,11,17,12,13,64,70,40,58,23,66.0,66.0,65.0,65.0,65.0,65.0,66.0,66.0,39.0,39.0,38.0,64.0,64.0,True,https://www.futbin.com/23/player/36016
11370,Mihai Popa,65,FC Voluntari,Romania,Other,fut23 silver common,ROM 1,OTHER,1,2,Right,GK,M,M,190,75,82,181,1,356,823,1,High&Average+,2000-10-12,2022-09-21,68,38,45,63,14,12,44,19,15,17,58,49,16,15,30,33,13,64,47,43,62,18,14,50,41,15,14,16,18,15,62,46,32,44,29,68.0,68.0,63.0,63.0,58.0,58.0,64.0,64.0,41.0,38.0,45.0,62.0,62.0,True,https://www.futbin.com/23/player/36064
11415,James Belshaw,65,Bristol Rovers,England,England,fut23 silver common,ENG 3,OTHER,1,2,Right,GK,M,M,191,75,80,176,3,374,757,1,High&Average,1990-10-12,2022-09-21,65,53,48,63,8,9,47,5,7,14,63,63,12,11,45,48,12,67,39,26,61,11,9,33,51,7,10,8,11,11,65,31,20,67,31,65.0,65.0,63.0,63.0,63.0,63.0,67.0,67.0,51.0,53.0,48.0,65.0,65.0,True,https://www.futbin.com/23/player/36748
11418,Sebastián Meza,65,Club Atlético Sarmiento (Junin),Argentina,Argentina,fut23 silver common,ARG 1,OTHER,1,3,Right,GK,M,M,185,73,78,172,0,346,705,1,High&Average,2000-03-14,2022-09-21,67,28,32,61,6,8,43,9,8,15,57,35,14,13,21,23,10,67,31,42,65,14,13,28,30,8,13,9,11,14,64,72,25,70,25,67.0,67.0,61.0,61.0,57.0,57.0,67.0,67.0,30.0,28.0,32.0,64.0,64.0,True,https://www.futbin.com/23/player/36809
11424,Leo Román Riquelme,65,RCD Mallorca,Spain,Spain,fut23 silver common,ESP 1,ESP 1,1,2,Right,GK,M,M,185,73,78,172,1,376,802,1,High&Average,2000-07-01,2022-09-21,65,50,50,64,10,12,52,10,10,15,69,50,12,12,20,20,11,66,51,48,60,10,11,40,50,11,12,12,13,12,62,61,44,61,22,65.0,65.0,64.0,64.0,69.0,69.0,66.0,66.0,50.0,50.0,50.0,62.0,62.0,True,https://www.futbin.com/23/player/36867
11426,Diego Conde,65,Getafe CF,Spain,Spain,fut23 silver common,ESP 1,ESP 1,1,3,Right,GK,M,M,187,74,83,183,-1,363,818,1,High&Average+,1998-10-28,2022-09-21,62,44,41,58,11,11,47,9,13,21,63,38,15,20,22,25,22,68,58,38,63,18,15,43,43,14,14,14,9,13,69,66,31,62,21,62.0,62.0,58.0,58.0,63.0,63.0,68.0,68.0,43.0,44.0,41.0,69.0,69.0,True,https://www.futbin.com/23/player/36879
11432,Eusébio Paulo,65,Sporting CP,Portugal,Portugal,fut23 silver common,POR 1,OTHER,1,2,Right,GK,M,M,185,73,78,172,1,354,724,1,High&Average,1996-12-18,2022-09-21,65,30,29,63,6,7,48,8,9,14,64,57,11,12,37,33,10,67,31,33,60,19,13,45,30,13,14,7,13,13,65,53,21,57,21,65.0,65.0,63.0,63.0,64.0,64.0,67.0,67.0,30.0,30.0,29.0,65.0,65.0,True,https://www.futbin.com/23/player/36987
11475,Noah Atubolu,65,SC Freiburg,Germany,Germany,fut23 silver common,GER 1,GER 1,1,3,Right,GK,M,M,190,75,96,212,2,359,688,1,High&Stocky,2002-05-25,2022-09-21,67,35,36,64,9,8,49,9,8,14,65,34,12,12,17,15,13,67,32,31,60,14,11,31,35,13,13,12,12,12,61,60,29,61,26,67.0,67.0,64.0,64.0,65.0,65.0,67.0,67.0,35.0,35.0,36.0,61.0,61.0,True,https://www.futbin.com/23/player/37620
11525,Marco Knaller,65,SK Austria Klagenfurt,Austria,Other,fut23 silver common,AUT 1,OTHER,1,3,Right,GK,M,M,192,76,86,190,0,347,761,1,High&Average,1987-03-26,2022-09-22,65,41,44,65,12,12,34,15,14,18,45,22,13,14,13,14,14,67,38,26,68,14,13,53,42,22,13,16,15,13,63,66,37,64,23,65.0,65.0,65.0,65.0,45.0,45.0,67.0,67.0,42.0,41.0,44.0,63.0,63.0,True,https://www.futbin.com/23/player/44232
11530,Alberto Pomini,65,Spal,Italy,Italy,fut23 silver common,ITA 2,OTHER,1,2,Right,GK,M,M,185,73,80,176,0,357,827,1,High&Average,1981-03-17,2022-09-22,60,40,39,64,10,10,47,11,11,23,62,31,14,12,30,36,10,62,47,33,66,21,12,55,40,19,13,20,11,13,69,60,25,70,38,60.0,60.0,64.0,64.0,62.0,62.0,62.0,62.0,40.0,40.0,39.0,69.0,69.0,True,https://www.futbin.com/23/player/44290
11536,Filip Kurto,65,Macarthur FC,Poland,Other,fut23 silver common,AUS 1,OTHER,1,3,Right,GK,M,M,191,75,82,181,1,368,827,1,High&Average,1991-06-14,2022-09-22,66,47,52,63,13,13,44,13,12,15,58,22,12,12,26,24,11,67,52,43,61,27,14,51,49,20,11,12,11,11,65,51,42,67,38,66.0,66.0,63.0,63.0,58.0,58.0,67.0,67.0,49.0,47.0,52.0,65.0,65.0,True,https://www.futbin.com/23/player/44354
11540,Antony Iannarilli,65,Ternana,Italy,Italy,fut23 silver common,ITA 2,OTHER,1,2,Right,GK,M,M,186,73,79,174,2,369,953,1,High&Average,1990-12-18,2022-09-22,66,44,43,67,12,19,51,20,16,39,68,35,13,23,30,28,11,63,56,38,61,26,30,48,44,31,31,11,22,21,61,67,35,49,43,66.0,66.0,67.0,67.0,68.0,68.0,63.0,63.0,44.0,44.0,43.0,61.0,61.0,True,https://www.futbin.com/23/player/44387
11550,Zacharie Boucher,65,SC Bastia,France,France,fut23 silver common,FRA 2,OTHER,1,3,Right,GK,M,M,181,71,78,172,0,378,929,1,Average,1992-03-07,2022-09-22,65,54,58,62,13,12,49,8,10,22,65,33,9,9,20,22,12,66,57,64,64,22,15,61,56,22,21,10,11,12,64,82,42,75,40,65.0,65.0,62.0,62.0,65.0,65.0,66.0,66.0,56.0,54.0,58.0,64.0,64.0,True,https://www.futbin.com/23/player/44433
11551,Alessandro Iacobucci,65,Südtirol,Italy,Italy,fut23 silver common,ITA 2,OTHER,1,1,Right,GK,M,M,187,74,82,181,1,361,869,1,High&Stocky,1991-06-03,2022-09-22,63,44,43,62,11,13,48,15,14,23,64,24,15,18,27,38,16,66,47,43,66,26,18,47,44,19,12,20,19,14,62,66,34,55,34,63.0,63.0,62.0,62.0,64.0,64.0,66.0,66.0,44.0,44.0,43.0,62.0,62.0,True,https://www.futbin.com/23/player/44442
11552,David Bingham,65,Portland Timbers,United States,Other,fut23 silver common,MLS,OTHER,1,2,Right,GK,M,M,188,74,86,190,1,363,811,1,High&Average,1989-10-19,2022-09-22,68,34,34,63,12,9,50,13,10,20,66,52,13,19,36,34,12,68,30,44,54,17,13,47,34,15,14,19,16,12,64,59,24,65,34,68.0,68.0,63.0,63.0,66.0,66.0,68.0,68.0,34.0,34.0,34.0,64.0,64.0,True,https://www.futbin.com/23/player/44455
11558,Luca Maniero,65,Cittadella,Italy,Italy,fut23 silver common,ITA 2,OTHER,1,3,Right,GK,M,M,187,74,80,176,0,363,779,1,High&Stocky,1995-06-12,2022-09-22,66,41,39,65,10,12,46,15,17,22,61,30,13,16,28,25,19,67,55,32,54,22,13,49,40,12,16,12,14,14,64,38,30,68,17,66.0,66.0,65.0,65.0,61.0,61.0,67.0,67.0,40.0,41.0,39.0,64.0,64.0,True,https://www.futbin.com/23/player/44529
11565,Koen Van Langendonck,65,KVC Westerlo,Belgium,Other,fut23 silver common,BEL 1,OTHER,1,3,Right,GK,M,M,187,74,86,190,0,348,818,1,High&Stocky,1989-06-09,2022-09-22,63,23,33,63,14,12,48,16,15,22,64,48,20,12,30,27,15,62,32,39,62,18,11,47,27,16,13,22,14,20,69,56,28,70,35,63.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,27.0,23.0,33.0,69.0,69.0,True,https://www.futbin.com/23/player/44572
11568,Simone Perilli,65,Hellas Verona,Italy,Italy,fut23 silver common,ITA 1,ITA 1,1,2,Right,GK,M,M,195,77,85,187,0,362,849,1,High&Average,1995-01-07,2022-09-22,65,46,45,64,13,17,44,17,14,26,59,14,18,17,25,27,16,63,36,56,66,20,14,54,46,23,12,25,15,18,65,52,30,65,24,65.0,65.0,64.0,64.0,59.0,59.0,63.0,63.0,46.0,46.0,45.0,65.0,65.0,True,https://www.futbin.com/23/player/44602
11573,Alejandro Sánchez,65,Club Atlético Platense,Argentina,Argentina,fut23 silver common,ARG 1,OTHER,1,2,Left,GK,M,M,188,74,88,194,0,339,738,1,High&Average,1986-10-25,2022-09-22,63,23,20,61,10,18,47,14,19,25,63,41,20,14,24,22,13,65,23,48,64,20,20,33,22,10,17,24,15,14,65,33,28,66,13,63.0,63.0,61.0,61.0,63.0,63.0,65.0,65.0,22.0,23.0,20.0,65.0,65.0,True,https://www.futbin.com/23/player/44654
11603,Florian Escales,65,FC Annecy,France,France,fut23 silver common,FRA 2,OTHER,1,2,Right,GK,M,M,184,72,78,172,0,353,738,1,Average,1996-02-03,2022-09-22,66,19,33,68,7,5,47,9,7,14,63,39,11,10,55,45,12,64,23,44,48,17,8,47,25,14,11,10,10,10,67,63,32,69,19,66.0,66.0,68.0,68.0,63.0,63.0,64.0,64.0,25.0,19.0,33.0,67.0,67.0,True,https://www.futbin.com/23/player/45080
11605,Elhan Kastrati,65,Cittadella,Albania,Other,fut23 silver common,ITA 2,OTHER,1,2,Right,GK,M,M,189,74,82,181,0,357,688,1,High&Average,1997-02-02,2022-09-22,68,35,38,63,8,11,43,10,10,10,57,30,11,10,23,22,13,67,38,44,51,16,13,43,36,9,12,12,11,11,66,61,25,48,20,68.0,68.0,63.0,63.0,57.0,57.0,67.0,67.0,36.0,35.0,38.0,66.0,66.0,True,https://www.futbin.com/23/player/45110
11630,Zach Hemming,65,Kilmarnock,England,England,fut23 silver common,SPFL,OTHER,1,2,Right,GK,M,M,188,74,70,154,0,348,776,1,High&Average+,2000-03-07,2022-09-22,64,31,24,63,4,9,47,5,10,19,62,56,14,13,30,35,12,65,63,32,60,26,12,57,28,6,11,10,13,12,66,56,25,50,34,64.0,64.0,63.0,63.0,62.0,62.0,65.0,65.0,28.0,31.0,24.0,66.0,66.0,True,https://www.futbin.com/23/player/45376
11634,Ricardo Schuck Friedrich,65,Kalmar FF,Brazil,Brazil,fut23 silver common,SWE 1,OTHER,1,1,Right,GK,M,M,188,74,83,183,3,350,758,1,High&Average,1993-02-18,2022-09-22,66,38,20,61,10,12,47,15,13,20,62,45,13,13,18,20,15,66,40,35,61,17,15,48,31,12,11,21,20,15,64,45,32,59,28,66.0,66.0,61.0,61.0,62.0,62.0,66.0,66.0,31.0,38.0,20.0,64.0,64.0,True,https://www.futbin.com/23/player/45444
